pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
2591	Bir kaplan bir kafesin etrafında ilerliyor	Bir kaplan bir kafesin etrafında yürüyor	4.8	ENTAILMENT
2592	Bir kaplan bir kafesin dışında yürüyor	Bir kaplan bir kafesin etrafında yürüyor	4.4	ENTAILMENT
2593	Bir kaplan hiçbir amaç olmadan dolaşıyor	Bir kaplan amaçsızca dolaşıyor	3.965	ENTAILMENT
2594	Bir kaplan amaçsızca dolaşıyor	Bir kaplan oturuyor	3.4	NEUTRAL
2596	Bir kaplan hiçbir amaç olmadan dolaşıyor	Bir kaplan bir kafesin etrafında yürüyor	3.8	NEUTRAL
2597	Bir kaplan oturuyor	Bir kaplan bir kafesin etrafında yürüyor	2.9	NEUTRAL
2599	Bir kaplan amaçsızca dolaşıyor	Bir kaplan bir kafesin etrafında ilerliyor	4.4	NEUTRAL
2601	Bir kaplan amaçsızca dolaşıyor	Bir kaplan bir kafesin etrafında yürüyor	3.9	NEUTRAL
2602	Bir maymun köpeği fırçalıyor	Maymun köpeği fırçalıyor	5.0	ENTAILMENT
2608	Bir maymun köpeği fırçalıyor	Maymun bir boğa köpeği fırçalamıyor	3.2	CONTRADICTION
2615	Bayan soğan fıstığı	Kadın soğanları yüzüyor	5.0	ENTAILMENT
2619	Kadın soğanları yüzüyor	Bir kadın hızla bir soğanı kesiyor	4.5	NEUTRAL
2622	Bir adam sert bir şapka giyiyor ve dans ediyor	Bir adam zor ve dans eden bir şapka takıyor	4.9	ENTAILMENT
2623	Bir adam sert bir şapka giyiyor ve dans ediyor	Bir adam çıplak ve hareketsiz duruyor	1.9	NEUTRAL
2625	Sert şapkalı bir adam dans ediyor	Sert şapkalı adam dans ediyor	4.9	ENTAILMENT
2626	Sert şapka dansı olan erkek yok	Sert şapkalı bir adam dans ediyor	3.9	CONTRADICTION
2627	Sert şapkalı adam dans ediyor	Bir adam sert bir şapka giyiyor ve dans ediyor	5.0	ENTAILMENT
2628	Bir adam sert bir şapka giyiyor ve dans ediyor	Sert şapka dansı olan erkek yok	3.6	CONTRADICTION
2630	Bir adam çıplak ve hareketsiz duruyor	Sert şapkalı bir adam dans ediyor	1.6	NEUTRAL
2632	Bir adam sert bir şapka giyiyor ve dans ediyor	Sert şapkalı bir adam dans ediyor	4.7	ENTAILMENT
2634	İki erkek eğitim alıyor	İki erkek bir video oyunu oynuyor	2.6	NEUTRAL
2636	Kanepedeki iki erkek kitap okuyor	Bir kanepede iki erkek video oyunları oynuyor	3.0	NEUTRAL
2637	İki oyuncunun video oyunları kanepede	Bir kanepede iki erkek video oyunları oynuyor	3.9	NEUTRAL
2638	Bir kanepede iki erkek TV'de oyun oynuyor	İki erkek bir video oyunu oynuyor	4.0	ENTAILMENT
2640	İki oyuncunun video oyunları kanepede	İki erkek bir video oyunu oynuyor	2.9	NEUTRAL
2643	Bir kanepede iki erkek video oyunları oynuyor	İki erkek bir video oyunu oynuyor	4.3	ENTAILMENT
2650	Adam sebzeleri dilimliyor	Bir kadın patates kesiyor	3.0	NEUTRAL
2651	Adam sebzeleri dilimliyor	Patates dilimleyen kadın yok	2.5	NEUTRAL
2654	Bayan karıştırıcı için bir yumurta kırıyor	Bayan mikser için bir yumurta çatlamıyor	2.9	CONTRADICTION
2655	Bayan eti dikkatlice dilimliyor	Bayan eti dilimliyor	4.3	ENTAILMENT
2656	Bayan eti dilimliyor	Bayan eti dilimlemiyor	4.1	CONTRADICTION
2657	Bayan et dilimleri yiyor	Bayan eti dilimliyor	3.4	NEUTRAL
2660	Bayan karıştırıcı için bir yumurta kırıyor	Bayan et dilimleri yiyor	1.7	NEUTRAL
2664	Bazı gelincikler bir raftan aşağı iniyor	Gelincikler bir raftan aşağı iniyor	4.9	ENTAILMENT
2666	Kafesten birkaç gelincik tırmanıyor	Kafesten birkaç gelincik tırmanıyor	4.8	ENTAILMENT
2670	Bazı gelincikler bir raftan aşağı iniyor	Kafesten birkaç gelincik tırmanıyor	3.7	NEUTRAL
2672	Gelincikler bir raftan aşağı iniyor	Kafesten birkaç gelincik tırmanıyor	3.5	NEUTRAL
2673	Bir adam bir otomobil içine giriyor	Bir adam arabaya giriyor	4.8	ENTAILMENT
2675	Bir adam aceleyle garajda arabaya giriyor	Bir adam garajda arabaya giriyor	4.7	ENTAILMENT
2680	Bir adam araba için garaj alıyor	Bir adam arabaya giriyor	2.7	NEUTRAL
2682	Bir adam garajda arabaya giriyor	Bir adam arabadan iniyor	3.0	NEUTRAL
2684	Bir kişi bir alabora parçasını parçalara ayırıyor	Bir kişi tarafından parçalara ayrılıyor	4.9	ENTAILMENT
2688	Bir kişi bir alabora parçasını parçalara ayırıyor	Bir kişi bir karanfil sarımsağı parçalara ayırıyor	3.5	NEUTRAL
2689	Bir kişi bir alabora parçasını parçalara ayırıyor	Kişi bir karanfil sarımsak parçasını parçalara ayırmıyor	3.5	ENTAILMENT
2691	Kimse alamikalı parçalara ayırmıyor	Kişi bir karanfil sarımsak parçasını parçalara ayırıyor	3.1	NEUTRAL
2692	Kişi bir karanfil sarımsak parçasını parçalara ayırıyor	Bir kişi bir alabora parçasını parçalara ayırıyor	3.1	NEUTRAL
2696	Şarkı söyleyen ve gitar çalan bir adam yok	Adam şarkı söylüyor ve gitar çalıyor	4.0	CONTRADICTION
2701	Adam şarkı söylüyor ve gitar çalıyor	Bir adam gitar çalıyor	4.3	ENTAILMENT
2702	Kişi Erişte Kaynatıyor	Bir kişi erişte kaynatıyor	5.0	ENTAILMENT
2703	Bir kişi erişte kaynatıyor	Erişte kaynatan kimse yok	3.8	CONTRADICTION
2705	Bir kadın erişte kurutuyor	Bir kadın suda erişte kaynatıyor	3.3	NEUTRAL
2707	Bir kadın erişte kurutuyor	Bir kişi erişte kaynatıyor	3.4	NEUTRAL
2708	Bir kadın suda erişte kaynatıyor	Kişi Erişte Kaynatıyor	4.6	ENTAILMENT
2709	Erişte kaynatan kimse yok	Bir kadın suda erişte kaynatıyor	2.9	CONTRADICTION
2710	Bir kadın suda erişte kaynatıyor	Bir kişi erişte kaynatıyor	4.3	ENTAILMENT
2711	Bir karate uygulayıcısı koruyucu boks eldivenleri giyen başka bir adama tekmeliyor	Bir karate uygulayıcısı, boks için koruyucu eldiven giyen başka bir adama tekmeliyor	4.8	ENTAILMENT
2713	Adam bir eğitmenle beceriksiz tekme boksu	Adam bir eğitmenle tekme boks	4.5	ENTAILMENT
2714	Adam bir eğitmenle tekme boks değil	Adam bir eğitmenle tekme boks	3.7	CONTRADICTION
2715	Adam bir boks eğitmeni tekmeliyor	Adam bir eğitmenle tekme boks	3.65	ENTAILMENT
2716	Adam bir eğitmenle beceriksiz tekme boksu	Bir karate uygulayıcısı koruyucu boks eldivenleri giyen başka bir adama tekmeliyor	2.8	NEUTRAL
2718	Adam bir boks eğitmeni tekmeliyor	Bir karate uygulayıcısı koruyucu boks eldivenleri giyen başka bir adama tekmeliyor	4.2	NEUTRAL
2724	Bir kaya üzerindeki bir kadın battaniyenin üzerinde yatıyor ve bir kitap okuyor	Bir kaya üzerinde bir kadın battaniyenin üzerinde yatıyor ve bir kitap okuyor	4.615	ENTAILMENT
2728	Oturmuş bir kadın şarkı söylüyor ve gitar çalıyor	Bir kaya üzerindeki bir kadın duruyor ve etrafa bakıyor	1.7	NEUTRAL
2730	Bir kaya üzerinde bir kadın battaniyenin üzerinde yatıyor ve bir kitap okuyor	Oturan bir kadın şarkı söylüyor ve gitar çalıyor	1.8	NEUTRAL
2731	Bir kaya üzerinde bir kadın battaniyenin üzerinde yatıyor ve bir kitap okuyor	Bir şarkı söyleyen ve gitar çalan oturmuş bir kadın yok	2.1	NEUTRAL
2734	Bir adam akustik bir gitarı atıyor	Bir adam akustik gitar çalıyor	3.6	NEUTRAL
2735	Kadın elektrikli bir gitar çalıyor	Kadın elektro gitar çalıyor	4.8	ENTAILMENT
2739	Kadın elektro gitar çalıyor	Bir adam akustik bir gitar çalıyor	3.5	NEUTRAL
2741	Kadın elektro gitar çalıyor	Bir adam akustik gitar çalıyor	3.6	NEUTRAL
2744	Kadın yumurtaları bir kaseye çatlatıyor	Yumurtalar kadın tarafından bir kaseye çatlıyor	5.0	ENTAILMENT
2748	Bayan çiğ yumurtaları bir kaseye kırıyor	Kadın yumurtaları bir kaseye çatlatıyor	4.4	ENTAILMENT
2751	Bir futbolcu gol atıyor	Bir futbol oyuncusu bir gol atıyor	4.7	ENTAILMENT
2752	Bir futbolcu gol atıyor	Bir futbolcu bir golü kaçırıyor	4.1	NEUTRAL
2754	Futbolcular golü atıyor	Hedefe futbol topu tekme atan futbolcu yok	3.0	CONTRADICTION
2755	Futbol oynayan bazı insanlar hedefe bir futbol topu tekmeliyor	Bir futbolcu gol atıyor	4.1	NEUTRAL
2756	Bir futbolcu gol atıyor	Hedefe futbol topu tekme atan futbolcu yok	2.9	CONTRADICTION
2757	Bir futbol oyuncusu bir gol atıyor	Futbolcular golü atıyor	4.3	ENTAILMENT
2758	Futbolcular golü atıyor	Bir futbolcu bir golü kaçırıyor	3.1	NEUTRAL
2761	Bir erkek ve bir kadın yiyor	Bir erkek ve bir kadın yemiyor	3.3	CONTRADICTION
2763	Bir erkek ve kadın konuşuyor	Bir erkek ve bir kadın sessiz	3.4	CONTRADICTION
2764	Bir erkek ve bir kadın yiyor	Bir erkek ve bir kadın sohbet ediyor	2.8	NEUTRAL
2765	Bir erkek ve bir kadın sessiz	Bir erkek ve bir kadın yiyor	3.3	NEUTRAL
2768	Bir erkek ve bir kadın yiyor	Bir erkek ve kadın konuşuyor	3.4	NEUTRAL
2770	Sobada bir tencereye zeytinyağı döken kimse yok	Bir kişi ocaktaki bir tencereye zeytinyağı döküyor	3.6	CONTRADICTION
2774	Bir kişi ocaktaki bir tencereye zeytinyağı döküyor	Bir kişi bir tencereye pişirmek için yağ döküyor	4.3	ENTAILMENT
2775	Bir kişi bir tencerede yemek yağını temizliyor	Bir kişi ocaktaki bir tencereye zeytinyağı döküyor	3.1	NEUTRAL
2776	Bir kişi ocakta bir tencereye zeytin ile yapılmış yağ döküyor	Bir kişi bir tencereye yemek yağ döküyor	4.2	ENTAILMENT
2777	Sobada bir tencereye zeytinyağı döken kimse yok	Bir kişi bir tencereye yemek yağ döküyor	3.8	NEUTRAL
2778	Bir kişi bir tencereye yemek yağ döküyor	Bir kişi bir tencereden sobaya zeytinyağı döküyor	3.9	NEUTRAL
2779	Bir kişi ocaktaki bir tencereye zeytinyağı döküyor	Bir kişi bir tencereye yemek yağ döküyor	4.2	ENTAILMENT
2783	Kadın köpeği yürümiyor	Kadın köpeği yürüyor	3.8	CONTRADICTION
2784	Bir kadın köpeği sokakta yürüyor	Köpek kadın tarafından yürüyor	4.715	ENTAILMENT
2787	Kadın köpeği yürüyor	Bir kadın köpeği kısıtlıyor	3.6	NEUTRAL
2788	Bir kadın köpeği sokakta yürüyor	Kadın köpeği yürüyor	4.4	ENTAILMENT
2789	Bir kobay bir havuç yiyor	Bir kobay bir havuç yiyor	5.0	ENTAILMENT
2792	Küçük bir kobay, yerde bir parça havuç yiyor ve yemek yiyor	Küçük kobay kemiren ve yerde bir parça havuç yemek yok	3.2	CONTRADICTION
2797	Küçük bir kobay, yerde bir parça havuç yiyor ve yemek yiyor	Bir kobay bir havuç yiyor	4.6	ENTAILMENT
2799	Bir adam bir bıçakla bir havuç dilimliyor	Bir adam bir havuç bırakıyor	2.8	NEUTRAL
2800	Kadın bir soğanı dilimliyor	Bir soğan kadın tarafından dilimleniyor	5.0	ENTAILMENT
2802	Bir soğan kadın tarafından dilimleniyor	Bir adam bir bıçakla bir havuç dilimliyor	3.2	NEUTRAL
2803	Bir adam bir bıçakla bir havuç dilimliyor	Kadın bir soğanı dilimlemiyor	2.7	NEUTRAL
2807	Uçak iniyor	Bir uçak iniş	4.9	ENTAILMENT
2809	Karikatür Uçak İniş	Animasyonlu bir uçak iniş yapıyor	4.7	ENTAILMENT
2811	Karikatür Uçak İniş	Bir uçak iniş	4.3	ENTAILMENT
2813	Animasyonlu bir uçak iniş yapıyor	Uçak iniyor	4.1	ENTAILMENT
2815	Animasyonlu bir uçak iniş yapıyor	Bir uçak iniş	4.4	ENTAILMENT
2817	Bir kadın tavada yumurta hazırlıyor	Bir tavada yumurta hazırlayan kadın yok	3.6	CONTRADICTION
2818	Bir kadın yumurta için bir tava hazırlıyor	Bir kadın tavada yumurta hazırlıyor	3.7	NEUTRAL
2821	Bir kadın bir kaseye dikkatlice bir karışımı döküyor ve karıştırıyor	Bir kadın tavada yumurta hazırlıyor	2.4	NEUTRAL
2827	Kız göz kapağında bir göz kalemi kullanıyor	Kız göz kapağındaki gözler için bir kalem kullanıyor	4.9	ENTAILMENT
2828	Kız göz kapağında bir göz kalemi kullanıyor	Kız göz kapağında göz kalemi kullanmıyor	3.7	CONTRADICTION
2837	Piyano oynayan kız yok	Bir kız piyano çalıyor	3.8	CONTRADICTION
2838	Küçük olan bir kız sahnede büyük bir piyano oynuyor	Küçük bir kız sahnede büyük bir piyano çalıyor	4.8	ENTAILMENT
2839	Küçük bir kız sahnede büyük bir piyano çalıyor	Küçük bir kız sahneden çıkıyor	3.0	NEUTRAL
2844	Küçük bir kız sahnede büyük bir piyano çalıyor	Bir kız piyano çalıyor	4.3	ENTAILMENT
2845	Kadın yumurta pişiriyor	Bir kadın yumurta pişiriyor	5.0	ENTAILMENT
2850	Kadın bir şey pişirmiyor	Bir kadın yumurta pişiriyor	4.2	CONTRADICTION
2851	Kadın yumurta pişiriyor	Kadın bir şeyler pişiriyor	4.4	ENTAILMENT
2853	Bir kadın yumurta pişiriyor	Kadın bir şeyler pişiriyor	4.2	ENTAILMENT
2854	Bazı kediler birbirleriyle oynuyor	Kediler birbirleriyle oynuyor	4.8	ENTAILMENT
2856	İki kedi şakacı bir şekilde birbirleriyle savaşıyor	İki kedi birbiriyle savaşıyor	4.4	ENTAILMENT
2857	İki kedi birlikte yatıyor	İki kedi birbiriyle savaşıyor	3.0	NEUTRAL
2860	Bazı kediler birbirleriyle oynuyor	İki kedi birbiriyle savaşıyor	2.9	NEUTRAL
2861	Kediler birbirleriyle oynamıyor	İki kedi birbiriyle savaşıyor	3.6	NEUTRAL
2862	İki kedi birbiriyle savaşıyor	Kediler birbirleriyle oynuyor	3.435	NEUTRAL
2863	İki bisiklet iki kişi tarafından sürülüyor	İki kişi bisiklet sürüyor	4.6	ENTAILMENT
2864	Kimse bisiklet sürmüyor	İki kişi bisiklet sürüyor	4.3	CONTRADICTION
2865	İki kişi motosiklet sürüyor	İki kişi motosiklet kullanıyor	4.5	ENTAILMENT
2867	İki kişi bisiklet sürüyor	İki kişi motosiklet kullanıyor	3.7	NEUTRAL
2868	İki kişi bir motosiklette duruyor	İki kişi bisiklet sürüyor	2.9	ENTAILMENT
2870	İki kişi motosiklet sürüyor	Kimse bisiklet sürmüyor	2.5	NEUTRAL
2874	Adam mekanik bir boğa sürüyor	Adam mekanik bir boğa sürüyor	4.8	ENTAILMENT
2875	Adam mekanik bir boğa sürmüyor	Adam mekanik bir boğa sürüyor	3.3	CONTRADICTION
2879	Mekanik bir boğa süren adam yok	Adam mekanik bir boğa sürüyor	3.5	CONTRADICTION
2881	Bir kadın ustaca bir flüt oynuyor	Bir kadın flüt oynuyor	4.3	ENTAILMENT
2883	Kadın flüt oynuyor	Flüt kadın tarafından oynanıyor	4.9	ENTAILMENT
2890	Adam barbellleri kaldırıyor	Bir adam barbellleri kaldırıyor	4.9	ENTAILMENT
2891	Adam barbellleri kaldırıyor	Adam barbellleri indiriyor	4.0	NEUTRAL
2894	Adam barbellleri kaldırıyor	Ağırlıklar adam tarafından kaldırılıyor	4.4	ENTAILMENT
2896	Bir adam barbellleri kaldırıyor	Adam ağırlık kaldırıyor	4.6	ENTAILMENT
2899	Bir adam bir ağacı balta ile kesiyor	Bir kişi bir ağacı balta ile kesiyor	4.6	ENTAILMENT
2900	Bir adam bir ağacı balta ile kesiyor	Bir kişi bir ağaç dikiyor	2.8	NEUTRAL
2903	Bir ağaç baltalı bir adam tarafından kesiliyor	Bir adam bir ağacı balta ile kesiyor	4.7	ENTAILMENT
2905	Bir adam bir ağacı balta ile kesiyor	Bir kişi bir ağacı balta ile kesiyor	4.6	ENTAILMENT
2907	Bir adam bir ağacı balta ile kesiyor	Bir adam bir ağacı balta ile kesiyor	4.7	ENTAILMENT
2908	Bir kız yüzüne makyaj uyguluyor	Kız yüzüne makyaj uyguluyor	4.9	ENTAILMENT
2909	Bir kız yüzüne makyaj uyguluyor	Yüzüne makyaj uygulayan kız yok	4.3	CONTRADICTION
2910	Bir bayan makyaj yapıyor	Bir kadın makyaj yapıyor	5.0	ENTAILMENT
2913	Bir kız yüzüne makyaj uyguluyor	Makyaj yapan kadın yok	3.1	CONTRADICTION
2915	Yüzüne makyaj uygulayan kız yok	Bir kadın makyaj yapıyor	4.0	NEUTRAL
2916	Bir kız yüzüne makyaj uyguluyor	Bir kadın makyaj yapıyor	3.5	NEUTRAL
2917	Bir geyik sürüsü caddeyi geçiyor	Bir geyik sürüsü caddeyi geçiyor	4.8	ENTAILMENT
2918	Bir geyik sürüsü caddeyi geçiyor	Bir geyik sürüsü sokakta duruyor	3.0	NEUTRAL
2919	Caribous sürüsü hızlı bir şekilde bir yoldan geçiyor	Caribous sürüsü bir yoldan geçiyor	4.2	ENTAILMENT
2920	Caribous sürüsü bir yoldan geçiyor	Caribous sürüsü bir yoldan geçmiyor	3.4	CONTRADICTION
2924	Caribous sürüsü bir yoldan geçiyor	Bir geyik sürüsü sokakta duruyor	2.8	NEUTRAL
2926	Bir kadın soğanı dilimliyor	Bir soğan bir kadın tarafından dilimleniyor	4.9	ENTAILMENT
2927	Soğan dilimleyen kadın yok	Bir kadın soğanı dilimliyor	3.1	CONTRADICTION
2930	Kadın bir havuç kestiyor	Bir kadın soğanı dilimliyor	2.5	NEUTRAL
2933	Kadın bir havuç kesiyor	Soğan dilimleyen kadın yok	2.9	NEUTRAL
2935	İki adam sığır kaleminde savaşıyor	İki adam sığır için bir kalemle savaşıyor	4.6	ENTAILMENT
2937	İki adam bir inek merasında savaşıyor	İki adam inekler için bir merada savaşıyor	4.9	ENTAILMENT
2938	İki adam bir inek merasında savaşıyor	Kimse bir inek merasında savaşmıyor	3.7	CONTRADICTION
2939	İki adam bir inek merasında savaşıyor	Bir adam tarafından bir merada iki inek savaşıyor	3.2	NEUTRAL
2941	İki adam sığır kaleminde savaşıyor	Kimse bir inek merasında savaşmıyor	3.3	NEUTRAL
2943	İki adam bir inek merasında savaşıyor	İki adam sığır için bir kalemle savaşıyor	3.8	NEUTRAL
2945	İki adam bir inek merasında savaşıyor	İki adam sığır kaleminde savaşıyor	4.0	NEUTRAL
2951	Göz farı üzerinde kalem yapan kadın yok	Bir kadın göz kapağına kozmetik koyuyor	3.2	NEUTRAL
2952	Kadın göz farı üzerinde kalemle	Bir kadın göz kapağına kozmetik uyguluyor	4.7	ENTAILMENT
2955	Bir adam muz yiyor	Bir adam tarafından bir muz yeniyor	4.8	ENTAILMENT
2957	Adam bir ağacın yanında muz yiyor	Adam bir ağacın yanında muz yiyor	4.5	ENTAILMENT
2958	Adam bir ağaç tarafından muz yemiyor	Adam bir ağacın yanında muz yiyor	3.4	CONTRADICTION
2959	Adam bir ağacın yanında muz yiyor	Bir adam muz yiyor	3.8	ENTAILMENT
2960	Bir adam muz yiyor	Adam bir ağaç tarafından muz yemiyor	4.0	NEUTRAL
2961	Adam bir ağacın yanında muz yiyor	Bir adam tarafından bir muz yeniyor	4.7	ENTAILMENT
2964	Büyük bir yeşil top bir patates çalıyor	Yeşil ve büyük bir top patates çalıyor	4.9	ENTAILMENT
2966	Büyük bir patates yeşil bir topu deviriyor	Büyük bir yeşil top bir patates çalıyor	3.5	NEUTRAL
2969	Büyük yeşil renkli bir top bir patates vuruyor	Büyük bir yeşil top bir patates çalıyor	4.7	ENTAILMENT
2970	Büyük bir yeşil top bir patates çalıyor	Büyük bir yeşil top bir patates eksik	3.5	NEUTRAL
2971	Yeşil ve büyük bir top patates çalıyor	Büyük bir yeşil top bir patates vuruyor	4.6	ENTAILMENT
2974	Büyük bir yeşil top bir patates vuruyor	Büyük bir yeşil top bir patates çalıyor	4.8	ENTAILMENT
2976	Farklı takımlar bir sahada futbol oynuyor	Farklı takımlar bir tarlada dinleniyor	3.4	NEUTRAL
2977	Farklı takımlar bir sahada futbol oynuyor	Farklı futbolcular bir sahada takım yapıyor	3.9	ENTAILMENT
2980	İki takım coşkuyla futbol oynuyor	Farklı takımlar bir sahada futbol oynuyor	3.8	ENTAILMENT
2981	Farklı takımlar bir sahada futbol oynuyor	Futbol oynayan takım yok	3.4	NEUTRAL
2983	İki takım futbol oynuyor	Farklı takımlar bir tarlada dinleniyor	2.8	NEUTRAL
2984	İki takım futbol oynuyor	Farklı futbolcular bir sahada takım yapıyor	2.8	NEUTRAL
2988	Bir çocuk bir odada rahatça oturuyor ve bir lamba ile piyano çalıyor	Bir çocuk bir odada oturuyor ve lamba ışığı ile piyano çalıyor	4.1	ENTAILMENT
2989	Bir çocuk bir odada bir lamba ışığı ile duruyor	Bir çocuk bir odada oturuyor ve lamba ışığı ile piyano çalıyor	3.7	NEUTRAL
2992	Bir çocuk klavyeyi uyguluyor	Bir çocuk bir odada oturuyor ve lamba ışığı ile piyano çalıyor	3.5	NEUTRAL
2994	Bir çocuk bir odada oturuyor ve lamba ışığı ile piyano çalıyor	Bir çocuk klavye oynuyor	4.0	ENTAILMENT
2997	Bir kadın elektro gitar çalıyor	Bir kadın elektrikli bir gitar çalıyor	5.0	ENTAILMENT
2998	Elektro gitar çalan kadın yok	Bir kadın elektro gitar çalıyor	4.2	CONTRADICTION
3005	Bir takım elbisede mikrofonda duran ve şarkı söyleme	Takım elbiseli bir adam mikrofonda duruyor ve şarkı söylüyor	3.1	CONTRADICTION
3007	Sahnedeki adam mikrofona şarkı söylüyor	Sahnedeki adam mikrofonda şarkı söylemiyor	3.5	CONTRADICTION
3010	Sahnedeki adam mikrofonda şarkı söylemiyor	Takım elbiseli bir adam mikrofonda duruyor ve şarkı söylüyor	3.3	NEUTRAL
3014	Takım elbiseli bir adam mikrofonda duruyor ve şarkı söylüyor	Sahnedeki adam mikrofona şarkı söylüyor	4.3	ENTAILMENT
3015	Bazı genç kızlar kamera için dans ediyor	Gençlerindeki bazı kızlar kamera için dans ediyor	4.6	ENTAILMENT
3016	Bazı genç kızlar kamera için dans ediyor	Bazı genç kızlar hala kameranın önünde duruyor	3.5	NEUTRAL
3018	Odada üç genç kız dans ediyor	Üç genç kız odada rölantide	3.5	NEUTRAL
3019	Odada üç genç kız dans ediyor	Bazı genç kızlar kamera için dans ediyor	3.7	NEUTRAL
3022	Odada üç genç kız dans ediyor	Bazı genç kızlar hala kameranın önünde duruyor	2.1	NEUTRAL
3024	Birkaç çocuk bir trambolin üzerine atlıyor	Bazı çocuklar bir trambolin üzerine atlıyor	4.6	ENTAILMENT
3027	İki çocuk bir trambolin üzerinde oynuyor	Kimse bir trambolin üzerinde oynamıyor	3.8	CONTRADICTION
3031	Bazı çocuklar bir trambolinden atlıyor	İki çocuk bir trambolin üzerinde oynuyor	4.1	NEUTRAL
3038	Köpek plastik bir kapla oynuyor	Köpek plastik bir kap ile oynamıyor	3.8	CONTRADICTION
3039	Köpek plastik bir kap ile oynuyor	Köpek plastik bir kapla oynuyor	4.4	ENTAILMENT
3041	Köpek plastik bir kap ile oynuyor	Köpek plastik bir kapla oynuyor	4.4	ENTAILMENT
3042	Bir adam atletik olarak bir duvara atlıyor	Bir adam bir duvara atlıyor	4.5	ENTAILMENT
3043	Bir adam bir duvara atlıyor	Bir adam bir duvarın önünde duruyor	3.1	NEUTRAL
3046	Bir adam bir duvara atlıyor	Bir adam alçak bir duvara atlıyor	3.7	NEUTRAL
3047	Bir adam alçak bir duvardan atlıyor	Bir adam bir duvara atlıyor	4.2	ENTAILMENT
3049	Bir adam alçak bir duvara atlıyor	Bir adam bir duvarın önünde duruyor	3.0	NEUTRAL
3050	Bir adam alçak bir duvara atlıyor	Bir adam bir duvara atlıyor	4.4	NEUTRAL
3054	Bir adam tavaya yağ döküyor	Bir adam petrolü bir tava çıkarıyor	3.1	CONTRADICTION
3059	Bir adam bir tavaya yağ döküyor	Bir adam tavaya yağ döküyor	4.5	ENTAILMENT
3062	Bir adam yanına oturan ve araba süren kadınla konuşuyor	Bir kadın araba sürüyor ve yanında oturan adamla konuşuyor	4.3	ENTAILMENT
3065	Bir kadın araba sürüyor ve yanında oturan adamla konuşuyor	Kadın ve adam otomobille seyahat ediyor	4.2	ENTAILMENT
3068	Araba süren ve yanında oturan adamla konuşan kadın yok	Kadın ve adam arabayla seyahat ediyor	3.8	ENTAILMENT
3069	Bir adam yanına oturan ve araba süren kadınla konuşuyor	Kadın ve adam arabayla seyahat ediyor	4.2	ENTAILMENT
3071	Kişi bir kediyi fırçalıyor	Bir kişi bir kediyi fırçalıyor	5.0	ENTAILMENT
3072	Bir kişi bir kediyi fırçalıyor	Kimse bir kediyi fırçalamıyor	3.6	CONTRADICTION
3073	Bir kişi bir kedinin kürkünü tarıyor	Bir kedinin kürkü bir kişi tarafından taranır	4.9	ENTAILMENT
3079	Bir kişi bir kediyi fırçalıyor	Bir kişi bir kedinin kürkünü tarıyor	4.6	ENTAILMENT
3081	Bir kadın brokoli kesiyor	Bir kadın brokoli saklıyor	3.9	NEUTRAL
3085	Bir kadın brokoli kesiyor	Kadın sarımsak kesmiyor	3.1	NEUTRAL
3091	Üç adam dans ediyor	Birkaç adam dans ediyor	4.5	ENTAILMENT
3092	Üç adam dans ediyor	Erkekler dans etmiyor	3.6	CONTRADICTION
3094	Bazı kadınlar dans ediyor	Erkekler dans etmiyor	3.0	NEUTRAL
3097	Üç adam dans ediyor	Bazı kadınlar dans ediyor	3.5	NEUTRAL
3100	Bir adam oturan bir gitar oyuncusu döşüyor	Bir adam yerde oturuyor ve gitar çalıyor	3.4	NEUTRAL
3102	Adam bir odanın etrafında ilerliyor	Bir adam bir odada yerde oturuyor ve bir gitar çalıyor	2.5	NEUTRAL
3110	Biraz yemek yiyen kimse yok	Bir adam biraz yemek yiyor	3.3	CONTRADICTION
3111	Adam yemek yiyor	Kişi yemek yiyor	4.4	ENTAILMENT
3114	Bir adam biraz yemek yiyor	Adam oruç tutuyor	4.2	CONTRADICTION
3121	Göz kalemi kullanan ve göz kapısına göz astarı uygulayan kadın yok	Bir kadın göz kalemi kullanıyor ve göz kapağına göz astarı uyguluyor	3.8	CONTRADICTION
3126	Bir kadın göz kalemi kullanıyor ve göz kapağına göz astarı uyguluyor	Bir kadın göz kapağına kozmetik uyguluyor	4.4	ENTAILMENT
3129	Bir bebek hapşırıyor ve başka bir bebeği korkutuyor	Bir bebek başka bir bebeği hapşırıyor ve korkutuyor	4.9	ENTAILMENT
3130	Bir bebek hapşırıyor ve başka bir bebeği korkutuyor	Bir bebek başka bir bebeği tezahürat ediyor	3.3	NEUTRAL
3132	Bir bebek mutlu bir şekilde sürünüyor	Bir bebek başka bir bebeği tezahürat ediyor	2.7	NEUTRAL
3134	Bir bebek oturuyor	Bir bebek hapşırıyor ve başka bir bebeği korkutuyor	2.8	NEUTRAL
3140	Maymun dövüş sanatları uygulamıyor	Maymun dövüş sanatları uyguluyor	3.5	CONTRADICTION
3150	Bir adam bir futbol topu ile hile yapıyor	Bir adam futbol topundan kaçıyor	3.1	NEUTRAL
3153	Bir adam bir futbol topu ile hile yapıyor	Bir adam bir futbol topunu güçlü bir şekilde tekmeliyor	3.9	NEUTRAL
3156	Bir adam bir kutuyu kesiyor	Bir adam tarafından bir kutu kesiliyor	4.9	ENTAILMENT
